Chemical 1,Chemical 2,Similarity
DB00480,DB04725,0
DB00331,DB01005,0
DB00796,DB01076,0
DB00202,DB00938,0
DB00561,DB00709,0
DB01229,DB01204,0
DB00136,DB00822,0
DB01088,DB00499,0
DB01016,DB01053,0
DB00361,DB03575,0
DB01597,DB01018,0
DB00846,DB03760,0
DB01186,DB00936,0
DB01452,DB00986,0
DB00716,DB00903,0
DB01320,DB00403,0
DB03866,DB04365,0
DB02925,DB01933,0
DB03864,DB00991,0
DB00813,DB00184,0
DB00612,DB00956,0
DB00818,DB01103,0
DB00668,DB01114,0
DB00575,DB01055,0
DB00169,DB01206,0
DB00126,DB00148,0
DB00747,DB00755,0
DB01057,DB00240,0
DB00182,DB00559,0
DB00968,DB01055,0
DB02709,DB00397,0
DB00126,DB00783,0
DB04824,DB00292,0
DB01348,DB04831,0
DB00579,DB00352,0
DB00843,DB01752,0
DB00175,DB00279,0
DB00928,DB00461,0
DB01609,DB01120,0
DB00688,DB00934,0
DB00648,DB02342,0
DB04540,DB02740,0
DB04166,DB01077,0
DB01216,DB01645,0
DB00844,DB02342,0
DB00772,DB02052,0
DB00675,DB00180,0
DB02187,DB00949,0
DB02266,DB00492,0
DB00687,DB00158,0
DB00296,DB00934,0
DB02712,DB00503,0
DB00821,DB00014,0
DB00357,DB00928,0
DB04076,DB00976,0
DB00290,DB02325,0
DB00363,DB01364,0
DB00512,DB01558,0
DB00692,DB00825,0
DB03796,DB02852,0
DB00920,DB04216,0
DB00758,DB00227,0
DB00847,DB00588,0
DB00493,DB02533,0
DB01418,DB00168,0
DB00755,DB02426,0
DB00420,DB00475,0
DB00820,DB00545,0
DB00575,DB00853,0
DB01058,DB00254,0
DB01085,DB00584,0
DB00208,DB00177,0
DB01079,DB00669,0
DB00985,DB04513,0
DB00213,DB01259,0
DB02021,DB00519,0
DB00908,DB03703,0
DB00483,DB00437,0
DB01059,DB01348,0
DB00825,DB00280,0
DB01024,DB00800,0
DB00673,DB00740,0
DB00990,DB00484,0
DB00685,DB01216,0
DB00907,DB02261,0
DB01085,DB00127,0
DB00530,DB00623,0
DB00485,DB04166,0
DB00255,DB01142,0
DB00337,DB01065,0
DB01394,DB01126,0
DB00981,DB00413,0
DB03193,DB00139,0
DB00477,DB00523,0
DB00849,DB01085,0
DB01162,DB02852,0
DB01202,DB02347,0
DB00712,DB01327,0
DB04173,DB00813,0
DB00317,DB01927,0
DB00970,DB00206,0
DB01222,DB01174,0
DB00490,DB00282,0
DB00115,DB00847,0
DB00758,DB00627,0
DB00712,DB01698,0
DB00821,DB00471,0
DB03575,DB00332,0
DB01174,DB01037,0
DB01129,DB00325,0
DB01645,DB01367,0
DB00184,DB00647,0
DB01055,DB00277,0
DB00550,DB00139,0
DB00593,DB00848,0
DB00879,DB00122,0
DB00890,DB03902,0
DB00580,DB01120,0
DB00704,DB00970,0
DB00427,DB03566,0
DB00593,DB00341,0
DB04005,DB00851,0
DB00301,DB00637,0
DB00238,DB01156,0
DB00332,DB00435,0
DB00360,DB01216,0
DB01199,DB00373,0
DB02852,DB00574,0
DB00841,DB00461,0
DB00675,DB00290,0
DB00264,DB01942,0
DB04166,DB00413,0
DB00916,DB04381,0
DB00778,DB00448,0
DB00412,DB00199,0
DB00491,DB01356,0
DB00157,DB01023,0
DB02207,DB00995,0
DB00118,DB02207,0
DB02169,DB00688,0
DB04817,DB00968,0
DB04381,DB00313,0
DB00515,DB01424,0
DB00999,DB00118,0
DB04005,DB01161,0
DB00448,DB00731,0
DB00779,DB01058,0
DB02860,DB00126,0
DB03864,DB00794,0
DB00908,DB01628,0
DB00882,DB01128,0
DB01267,DB00580,0
DB03206,DB01011,0
DB00187,DB00166,0
DB00939,DB00114,0
DB00904,DB00515,0
DB00974,DB00544,0
DB00863,DB00411,0
DB03568,DB00574,0
DB00661,DB01023,0
DB00813,DB00228,0
DB00740,DB00564,0
DB00515,DB00867,0
DB00132,DB01054,0
DB00335,DB00762,0
DB01014,DB01645,0
DB00468,DB04572,0
DB01129,DB00648,0
DB00293,DB00877,0
DB01357,DB00608,0
DB02712,DB00116,0
DB00810,DB01022,0
DB01212,DB00756,0
DB03758,DB01452,0
DB00939,DB01213,0
DB00675,DB01388,0
DB00380,DB00328,0
DB00977,DB04014,0
DB00724,DB00564,0
DB02315,DB00961,0
DB01698,DB00951,0
DB00305,DB00630,0
DB01580,DB01424,0
DB02701,DB00401,0
DB00848,DB00317,0
DB00537,DB00881,0
DB01418,DB01173,0
DB02967,DB00943,0
DB00444,DB00633,0
DB00380,DB00539,0
DB01236,DB04841,0
DB00384,DB00580,0
DB00848,DB00275,0
DB00363,DB01232,0
DB01234,DB00797,0
DB01696,DB00812,0
DB00313,DB00262,0
DB01124,DB01229,0
DB00976,DB03128,0
DB00722,DB00845,0
DB00242,DB04816,0
DB00841,DB00527,0
DB00636,DB01212,0
DB01892,DB00443,0
DB01168,DB00753,0
DB00841,DB01132,0
DB01388,DB00773,0
DB03345,DB00207,0
DB00816,DB00599,0
DB01173,DB00949,0
DB02860,DB00309,0
DB01844,DB00360,0
DB00677,DB02116,0
DB00976,DB01095,0
DB00740,DB02261,0
DB02656,DB00687,0
DB00257,DB01213,0
DB04831,DB02709,0
DB03419,DB01241,0
DB00608,DB01205,0
DB02424,DB00343,0
DB03128,DB02426,0
DB00316,DB00561,0
DB00188,DB02533,0
DB00550,DB00207,0
DB01183,DB00602,0
DB00583,DB03345,0
DB00555,DB00328,0
DB01586,DB00974,0
DB01098,DB00951,0
DB01412,DB01576,0
DB01919,DB00382,0
DB02375,DB01117,0
DB00721,DB00519,0
DB02210,DB00273,0
DB02424,DB00341,0
DB00908,DB03206,0
DB01190,DB00425,0
DB00966,DB00543,0
DB00254,DB00959,0
DB00409,DB00687,0
DB00475,DB00468,0
DB02701,DB03904,0
DB04137,DB00481,0
DB02175,DB01050,0
DB00997,DB01229,0
DB00242,DB00325,0
DB00572,DB01580,0
DB00928,DB00415,0
DB01232,DB01069,0
DB00988,DB01058,0
DB00180,DB00920,0
DB02021,DB00932,0
DB00897,DB03758,0
DB00420,DB00177,0
DB00367,DB01696,0
DB00918,DB00939,0
DB00773,DB00751,0
DB00417,DB00201,0
DB00679,DB00412,0
DB01099,DB00396,0
DB00977,DB04572,0
DB01917,DB01420,0
DB01090,DB01048,0
DB00195,DB00500,0
DB04417,DB01022,0
DB00228,DB00122,0
DB00304,DB00264,0
DB01204,DB01425,0
DB00170,DB01039,0
DB00166,DB00403,0
DB00446,DB01101,0
DB00896,DB00656,0
DB00887,DB01094,0
DB00114,DB00574,0
DB00934,DB04005,0
DB01852,DB00950,0
DB01128,DB00199,0
DB01076,DB00290,0
DB00183,DB00661,0
DB00999,DB00207,0
DB00457,DB03535,0
DB00695,DB00995,0
DB00779,DB01656,0
DB04573,DB00297,0
DB01057,DB00836,0
DB00772,DB00536,0
DB04743,DB00842,0
DB01156,DB00813,0
DB03703,DB00322,0
DB01100,DB01919,0
DB00201,DB02546,0
DB00584,DB00420,0
DB00990,DB00563,0
DB01181,DB04821,0
DB00307,DB02691,0
DB04821,DB00421,0
DB00348,DB00625,0
DB00786,DB01076,0
DB00313,DB00222,0
DB01190,DB01407,0
DB00655,DB00656,0
DB00296,DB02021,0
DB01009,DB00322,0
DB01200,DB01083,0
DB01844,DB00050,0
DB00523,DB03128,0
DB01054,DB01254,0
DB00900,DB00825,0
DB00855,DB04272,0
DB00956,DB02056,0
DB00364,DB00982,0
DB00800,DB00988,0
DB00450,DB00252,0
DB00883,DB01580,0
DB00780,DB01162,0
DB02855,DB00608,0
DB04831,DB01412,0
DB00555,DB00733,0
DB00677,DB01037,0
DB00195,DB00864,0
DB01241,DB00122,0
DB01268,DB00696,0
DB00982,DB01090,0
DB00573,DB01179,0
DB01599,DB00640,0
DB02095,DB00848,0
DB01100,DB01544,0
DB00325,DB00561,0
DB01115,DB00281,0
DB00721,DB02757,0
DB00861,DB01137,0
DB00612,DB02709,0
DB00169,DB04821,0
DB00475,DB00204,0
DB02901,DB00757,0
DB01394,DB04743,0
DB01124,DB00323,0
DB00273,DB00715,0
DB00550,DB01429,0
DB00301,DB00759,0
DB01131,DB01159,0
DB00495,DB01069,0
DB00570,DB00297,0
DB00196,DB01204,0
DB02656,DB00540,0
DB00433,DB01136,0
DB01236,DB04557,0
DB00685,DB00845,0
DB00990,DB02315,0
DB01677,DB01179,0
DB00669,DB00724,0
DB03419,DB02509,0
DB04817,DB01129,0
DB00788,DB04258,0
DB03754,DB00770,0
DB02679,DB00188,0
DB00512,DB00945,0
DB02772,DB04077,0
DB00650,DB01080,0
DB00960,DB01626,0
DB00629,DB04077,0
DB01844,DB01119,0
DB00600,DB00734,0
DB01069,DB04821,0
DB02169,DB04365,0
DB00193,DB01035,0
DB01399,DB00295,0
DB01035,DB00611,0
DB00756,DB00530,0
DB00176,DB00401,0
DB00482,DB00903,0
DB01917,DB00675,0
DB01852,DB00622,0
DB01844,DB01183,0
DB04465,DB00819,0
DB01202,DB01437,0
DB00441,DB02116,0
DB02587,DB01014,0
DB04572,DB00831,0
DB00721,DB00932,0
DB01395,DB00276,0
DB04485,DB01188,0
DB02745,DB00420,0
DB00512,DB04840,0
DB00843,DB01645,0
DB00421,DB00228,0
DB00360,DB00845,0
DB04311,DB00162,0
DB01203,DB01452,0
DB00331,DB00278,0
DB00783,DB00920,0
DB01149,DB01997,0
DB00603,DB02998,0
DB00197,DB04831,0
DB01435,DB00549,0
DB02533,DB00297,0
DB01429,DB00518,0
DB00812,DB00394,0
DB01128,DB00213,0
DB00426,DB00542,0
DB00575,DB00168,0
DB02701,DB00523,0
DB00698,DB00369,0
DB00808,DB00296,0
DB01154,DB00977,0
DB00586,DB01997,0
DB00367,DB04315,0
DB03783,DB01233,0
DB00195,DB00490,0
DB01082,DB03566,0
DB01118,DB00257,0
DB00846,DB01033,0
DB00727,DB00790,0
DB00973,DB00626,0
DB00401,DB00612,0
DB01536,DB00359,0
DB01136,DB00282,0
DB01045,DB00257,0
DB04573,DB01378,0
DB02166,DB00158,0
DB00916,DB00623,0
DB00844,DB01115,0
DB00813,DB04840,0
DB01240,DB01058,0
DB01435,DB00263,0
DB00730,DB04817,0
DB01097,DB01203,0
DB00540,DB00014,0
DB00277,DB00653,0
DB01104,DB00157,0
DB02998,DB00716,0
DB00612,DB01412,0
DB00564,DB00203,0
DB00242,DB00415,0
DB01819,DB00655,0
DB00718,DB03760,0
DB00951,DB00728,0
DB00896,DB01409,0
DB00235,DB00797,0
DB01165,DB00382,0
DB04829,DB00250,0
DB00422,DB01149,0
DB00177,DB01104,0
DB01073,DB00491,0
DB00357,DB04066,0
DB00331,DB02772,0
DB02709,DB01233,0
DB03435,DB01203,0
DB00257,DB00655,0
DB04513,DB02533,0
DB01113,DB01179,0
DB00403,DB01085,0
DB01229,DB00468,0
DB01204,DB00240,0
DB01119,DB00685,0
DB01852,DB00623,0
DB01544,DB00361,0
DB01100,DB00794,0
DB02347,DB00715,0
DB03419,DB02679,0
DB00132,DB00773,0
DB00348,DB01095,0
DB00448,DB00818,0
DB01708,DB00158,0
DB00367,DB00635,0
DB00279,DB00816,0
DB00655,DB01409,0
DB01154,DB03994,0
DB01403,DB01181,0
DB00499,DB01599,0
DB00398,DB01580,0
DB00139,DB02709,0
DB00861,DB04005,0
DB01169,DB01169,0
DB01819,DB04005,0
DB00951,DB00685,0
DB00549,DB01035,0
DB00700,DB03754,0
DB01026,DB01098,0
DB01110,DB00197,0
DB01262,DB00592,0
DB00570,DB01378,0
DB01015,DB01919,0
DB00656,DB00148,0
DB04173,DB00492,0
DB04173,DB01149,0
DB00648,DB01536,0
DB00991,DB00122,0
DB01001,DB04751,0
DB01656,DB01108,0
DB00441,DB01037,0
DB01114,DB00378,0
DB00301,DB01844,0
DB01880,DB00812,0
DB04743,DB03758,0
DB01161,DB00996,0
DB00622,DB00468,0
DB01085,DB03419,0
DB01645,DB00440,0
DB04573,DB00678,0
DB03345,DB00491,0
DB01029,DB04465,0
DB01224,DB00864,0
DB02095,DB00799,0
DB00881,DB00733,0
DB00802,DB00261,0
DB01373,DB00996,0
DB00966,DB00316,0
DB04690,DB00788,0
DB00981,DB01103,0
DB01095,DB04821,0
DB01933,DB00296,0
DB00444,DB00341,0
DB01248,DB01752,0
DB00537,DB03703,0
DB01015,DB01544,0
DB01165,DB00807,0
DB03566,DB01098,0
DB00333,DB00847,0
DB00179,DB00812,0
DB00541,DB00537,0
DB01954,DB00205,0
DB02533,DB01378,0
DB00657,DB00295,0
DB00399,DB00485,0
DB00589,DB00936,0
DB02860,DB00245,0
DB01919,DB00734,0
DB01183,DB03227,0
DB03766,DB04828,0
DB01005,DB00753,0
DB00428,DB00196,0
DB04485,DB00705,0
DB02073,DB01080,0
DB00861,DB03864,0
DB00927,DB00555,0
DB01579,DB00721,0
DB00134,DB00757,0
DB01917,DB00614,0
DB01073,DB03945,0
DB04166,DB01103,0
DB01032,DB01677,0
DB00337,DB01041,0
DB00341,DB01597,0
DB00857,DB00623,0
DB01880,DB00682,0
DB01240,DB01656,0
DB00472,DB00493,0
DB01022,DB01236,0
DB00752,DB01006,0
DB01083,DB01129,0
DB00999,DB00448,0
DB00485,DB00284,0
DB00244,DB01080,0
DB00483,DB01236,0
DB00254,DB00146,0
DB03754,DB02533,0
DB00808,DB03696,0
DB01190,DB00987,0
DB00243,DB02587,0
DB01339,DB00695,0
DB01340,DB00152,0
DB00740,DB00500,0
DB00244,DB02266,0
DB00763,DB00512,0
DB00543,DB00143,0
DB00920,DB01110,0
DB00647,DB00494,0
DB00445,DB01429,0
DB00139,DB01412,0
DB00331,DB00813,0
DB00162,DB00829,0
DB01104,DB04311,0
DB00443,DB02587,0
DB00588,DB01206,0
DB00669,DB00461,0
DB00724,DB00500,0
DB00213,DB01577,0
DB03758,DB01093,0
DB04824,DB01268,0
DB00545,DB00867,0
DB00532,DB03193,0
DB00883,DB01892,0
DB00466,DB04485,0
DB01440,DB02709,0
DB00636,DB00789,0
DB04831,DB01579,0
DB00975,DB00637,0
DB01026,DB00927,0
DB00176,DB00523,0
DB00357,DB00432,0
DB00489,DB00723,0
DB00173,DB00466,0
DB03945,DB00363,0
DB00970,DB00718,0
DB01030,DB01597,0
DB03866,DB00865,0
DB01656,DB00939,0
DB01143,DB03945,0
DB04743,DB01296,0
DB00409,DB01340,0
DB01366,DB00526,0
DB03696,DB00465,0
DB00193,DB02052,0
DB00178,DB02073,0
DB00914,DB00611,0
DB01065,DB01599,0
DB01224,DB02187,0
DB02740,DB00527,0
DB02740,DB01132,0
DB00475,DB00300,0
DB01048,DB00848,0
DB00440,DB00527,0
DB03227,DB01104,0
DB00266,DB00976,0
DB00440,DB01132,0
DB01055,DB00541,0
DB00993,DB00715,0
DB00421,DB00945,0
DB00171,DB00864,0
DB02533,DB00678,0
DB01100,DB00177,0
DB00612,DB00518,0
DB00191,DB00910,0
DB00829,DB00370,0
DB00572,DB01098,0
DB00206,DB02300,0
DB00583,DB01268,0
DB01536,DB01083,0
DB02249,DB02852,0
DB00630,DB04014,0
DB01032,DB00601,0
DB01166,DB00338,0
DB02010,DB02901,0
DB01880,DB01177,0
DB00207,DB00122,0
DB03902,DB00257,0
DB00669,DB01132,0
DB02021,DB00939,0
DB00678,DB00261,0
DB00973,DB00118,0
DB00695,DB01017,0
DB01595,DB00139,0
DB03754,DB00588,0
DB02967,DB00598,0
DB00863,DB00937,0
DB00178,DB00472,0
DB01378,DB00313,0
DB02056,DB00388,0
DB00741,DB00776,0
DB00184,DB01296,0
DB04005,DB00606,0
DB00501,DB03945,0
DB01192,DB02044,0
DB00357,DB01438,0
DB00602,DB00749,0
DB00421,DB04840,0
DB00816,DB01159,0
DB00740,DB00607,0
DB00863,DB00524,0
DB00207,DB01006,0
DB01015,DB00475,0
DB01174,DB01156,0
DB01181,DB02509,0
DB01268,DB00181,0
DB00816,DB00203,0
DB00114,DB00864,0
DB00672,DB00170,0
DB02210,DB00276,0
DB01167,DB00967,0
DB01156,DB00492,0
DB03419,DB00601,0
DB00747,DB00193,0
DB02757,DB01029,0
DB00728,DB00491,0
DB03904,DB01927,0
DB03052,DB01068,0
DB00490,DB00788,0
DB02266,DB00158,0
DB00179,DB01177,0
DB00443,DB00363,0
DB02187,DB00446,0
DB00528,DB00014,0
DB03052,DB00779,0
DB00396,DB00544,0
DB00151,DB00611,0
DB00334,DB00970,0
DB00718,DB02379,0
DB01452,DB00821,0
DB00958,DB01997,0
DB04216,DB01954,0
DB00633,DB00178,0
DB00927,DB00050,0
DB01248,DB00588,0
DB00908,DB01034,0
DB00279,DB01288,0
DB00712,DB00276,0
DB01181,DB04828,0
DB01241,DB00985,0
DB00313,DB00573,0
DB00313,DB01235,0
DB00999,DB03945,0
DB01200,DB00384,0
DB01204,DB00836,0
DB00623,DB01032,0
DB00675,DB02424,0
DB04468,DB02757,0
DB00855,DB00412,0
DB00820,DB00014,0
DB02772,DB00320,0
DB00493,DB00877,0
DB01088,DB00995,0
DB01166,DB00328,0
DB04540,DB02379,0
DB00914,DB00196,0
DB01136,DB00166,0
DB01880,DB00687,0
DB00747,DB04348,0
DB00213,DB00242,0
DB01283,DB02375,0
DB02757,DB00119,0
DB04077,DB00162,0
DB01017,DB00738,0
DB04540,DB00756,0
DB00171,DB02187,0
DB00420,DB01014,0
DB01267,DB01892,0
DB00471,DB00140,0
DB01844,DB01580,0
DB00435,DB00718,0
DB00328,DB04485,0
DB01367,DB00927,0
DB00482,DB01124,0
DB00369,DB00421,0
DB03758,DB00938,0
DB02052,DB00849,0
DB00342,DB00966,0
DB00514,DB00779,0
DB01161,DB01011,0
DB00813,DB00656,0
DB00917,DB01033,0
DB04703,DB00580,0
DB01595,DB00207,0
DB00620,DB00115,0
DB01080,DB04465,0
DB01045,DB00357,0
DB04311,DB01267,0
DB00280,DB00542,0
DB00333,DB00715,0
DB00934,DB01151,0
DB04821,DB00975,0
DB00881,DB00541,0
DB01370,DB01238,0
DB00230,DB00625,0
DB01576,DB01126,0
DB04572,DB00977,0
DB00244,DB00829,0
DB00995,DB00574,0
DB00179,DB00687,0
DB00763,DB00254,0
DB00927,DB01119,0
DB00860,DB02347,0
DB02712,DB01236,0
DB01034,DB00425,0
DB00821,DB00589,0
DB00625,DB01094,0
DB00317,DB00484,0
DB02261,DB00849,0
DB00114,DB02187,0
DB00583,DB01017,0
DB01216,DB00503,0
DB03222,DB00321,0
DB00368,DB00501,0
DB00445,DB00180,0
DB02021,DB01696,0
DB00927,DB01183,0
DB00524,DB00813,0
DB00845,DB00834,0
DB00584,DB00483,0
DB00295,DB00710,0
DB01283,DB01852,0
DB00907,DB00398,0
DB03203,DB00783,0
DB02095,DB01204,0
DB00592,DB02375,0
DB00887,DB00999,0
DB01014,DB00761,0
DB04786,DB01248,0
DB01698,DB00695,0
DB00490,DB01214,0
DB00122,DB02527,0
DB00440,DB00794,0
DB00196,DB00468,0
DB01364,DB00611,0
DB00261,DB00201,0
DB00897,DB00157,0
DB01087,DB00727,0
DB00570,DB00619,0
DB00762,DB04106,0
DB00151,DB00196,0
DB00519,DB01083,0
DB00369,DB00993,0
DB00050,DB01626,0
DB00122,DB00179,0
DB01339,DB01119,0
DB00323,DB00958,0
DB01087,DB00317,0
DB03796,DB01033,0
DB01080,DB00380,0
DB01244,DB00305,0
DB01232,DB00715,0
DB00904,DB00481,0
DB00890,DB00480,0
DB00770,DB00751,0
DB01366,DB01611,0
DB00196,DB01626,0
DB00630,DB01142,0
DB00425,DB00495,0
DB00476,DB00687,0
DB00966,DB00428,0
DB00978,DB01184,0
DB00814,DB01409,0
DB01762,DB00168,0
DB00091,DB00483,0
DB01048,DB00799,0
DB01203,DB01093,0
DB00483,DB02249,0
DB03575,DB01424,0
DB00356,DB00976,0
DB01579,DB00995,0
DB02701,DB02166,0
DB03994,DB00910,0
DB04557,DB00261,0
DB00647,DB00602,0
DB01059,DB01242,0
DB00526,DB03419,0
DB01544,DB00337,0
DB00322,DB00276,0
DB00790,DB00414,0
DB00544,DB00193,0
DB00808,DB01128,0
DB00820,DB00586,0
DB00276,DB01370,0
DB00553,DB02709,0
DB00536,DB00602,0
DB00822,DB00848,0
DB00335,DB00492,0
DB04348,DB01184,0
DB00335,DB01149,0
DB01577,DB00603,0
DB00794,DB04827,0
DB01110,DB00755,0
DB00218,DB00896,0
DB00633,DB04725,0
DB01162,DB01033,0
DB02116,DB01997,0
DB01014,DB01239,0
DB01395,DB00570,0
DB00712,DB01186,0
DB01015,DB00177,0
DB00450,DB00883,0
DB00822,DB00341,0
DB00370,DB00637,0
DB00193,DB00536,0
DB00183,DB00367,0
DB00661,DB00477,0
DB00437,DB04816,0
DB01544,DB04066,0
DB01628,DB01012,0
DB02379,DB00947,0
DB00867,DB01577,0
DB00502,DB00119,0
DB01378,DB00512,0
DB00115,DB00637,0
DB00437,DB04831,0
DB00672,DB04315,0
DB00920,DB02967,0
DB01407,DB03696,0
DB00797,DB01013,0
DB00755,DB00723,0
DB00337,DB00148,0
DB01029,DB01009,0
DB00717,DB00050,0
DB03419,DB01240,0
DB00773,DB03994,0
DB03796,DB00426,0
DB01880,DB00540,0
DB00679,DB00579,0
DB00864,DB00425,0
DB00789,DB00708,0
DB00967,DB00531,0
DB01216,DB00116,0
DB00773,DB00914,0
DB04557,DB01137,0
DB00533,DB03758,0
DB00966,DB03783,0
DB00991,DB00985,0
DB00352,DB00285,0
DB01183,DB00337,0
DB00981,DB00168,0
DB01188,DB00367,0
DB00445,DB01388,0
DB00235,DB00394,0
DB00883,DB01154,0
DB00700,DB00443,0
DB00466,DB00886,0
DB00640,DB03128,0
DB00206,DB00959,0
DB00328,DB00304,0
DB00316,DB04014,0
DB03703,DB00238,0
DB02925,DB00181,0
DB01558,DB03760,0
DB00381,DB00947,0
DB00268,DB00141,0
DB00179,DB00540,0
DB00491,DB02325,0
DB00622,DB00300,0
DB03419,DB00494,0
DB01095,DB02509,0
DB00922,DB00947,0
DB00688,DB00201,0
DB03535,DB00215,0
DB00698,DB04821,0
DB02187,DB00206,0
DB01436,DB03703,0
DB00607,DB00296,0
DB01204,DB00571,0
DB02509,DB00495,0
DB01595,DB00960,0
DB04485,DB00712,0
DB00861,DB00203,0
DB00296,DB00201,0
DB03766,DB00230,0
DB01075,DB00753,0
DB00313,DB00821,0
DB00592,DB00364,0
DB00220,DB00909,0
DB00648,DB00982,0
DB01213,DB00759,0
DB04166,DB00168,0
DB01103,DB01351,0
DB00605,DB04299,0
DB00180,DB00273,0
DB01238,DB01080,0
DB00887,DB00818,0
DB00218,DB01221,0
DB00673,DB01119,0
DB02546,DB01099,0
DB00391,DB00762,0
DB00553,DB01412,0
DB01030,DB01275,0
DB00622,DB03222,0
DB04828,DB01181,0
DB00104,DB04741,0
DB01241,DB00555,0
DB01283,DB00887,0
DB01238,DB02266,0
DB01202,DB00262,0
DB00122,DB00554,0
DB01095,DB04828,0
DB00592,DB00800,0
DB00968,DB00273,0
DB01677,DB00579,0
DB00963,DB02375,0
DB00932,DB01880,0
DB00682,DB01348,0
DB00341,DB00244,0
DB00579,DB00359,0
DB03866,DB01162,0
DB02261,DB00126,0
DB00476,DB00540,0
DB00183,DB00763,0
DB04841,DB04106,0
DB00427,DB00848,0
DB00861,DB01151,0
DB01819,DB01151,0
DB00847,DB00503,0
DB00694,DB00421,0
DB00364,DB01901,0
DB00215,DB00199,0
DB00203,DB00188,0
DB01203,DB00938,0
DB00220,DB01217,0
DB01193,DB00184,0
DB01599,DB04743,0
DB00427,DB00341,0
DB02300,DB02347,0
DB00834,DB02901,0
DB01200,DB04348,0
DB00715,DB00493,0
DB00642,DB00881,0
DB00316,DB04572,0
DB00533,DB01296,0
DB01590,DB00904,0
DB01425,DB01901,0
DB00715,DB00492,0
DB02262,DB00127,0
DB00158,DB00622,0
DB00222,DB00631,0
DB00788,DB01019,0
DB01410,DB01356,0
DB02587,DB00540,0
DB02044,DB00290,0
DB04751,DB00485,0
DB00401,DB00313,0
DB04824,DB01173,0
DB00710,DB01351,0
DB00331,DB00705,0
DB01544,DB00432,0
DB00890,DB01212,0
DB00292,DB01030,0
DB03128,DB00723,0
DB00611,DB00341,0
DB00963,DB01852,0
DB00584,DB01129,0
DB01438,DB01193,0
DB00813,DB01012,0
DB01217,DB00607,0
DB02712,DB02249,0
DB01174,DB04513,0
DB00857,DB01217,0
DB00758,DB00860,0
DB00896,DB00747,0
DB00761,DB04005,0
DB00497,DB00688,0
DB00563,DB00182,0
DB00325,DB04014,0
DB00364,DB00970,0
DB00177,DB00608,0
DB01087,DB00650,0
DB04173,DB04381,0
DB01997,DB00448,0
DB00422,DB01367,0
DB00499,DB01097,0
DB00491,DB00849,0
DB00593,DB00468,0
DB02852,DB02789,0
DB01024,DB00091,0
DB01162,DB00675,0
DB01242,DB00179,0
DB01221,DB00877,0
DB01065,DB03880,0
DB00821,DB00485,0
DB00323,DB00780,0
DB00898,DB00724,0
DB00317,DB02315,0
DB00950,DB01239,0
DB01378,DB00254,0
DB01752,DB00896,0
DB00293,DB00572,0
DB00091,DB01129,0
DB00655,DB00747,0
DB00328,DB00886,0
DB00784,DB00842,0
DB01033,DB00709,0
DB03796,DB00466,0
DB00727,DB00677,0
DB02925,DB00171,0
DB00842,DB01626,0
DB00278,DB00171,0
DB01060,DB03496,0
DB00975,DB00292,0
DB00757,DB01220,0
DB02325,DB00218,0
DB01696,DB01005,0
DB00974,DB00050,0
DB01072,DB01032,0
DB00592,DB00394,0
DB01544,DB01438,0
DB01057,DB00945,0
DB00291,DB01085,0
DB01034,DB01073,0
DB00262,DB00134,0
DB04741,DB00657,0
DB01337,DB00958,0
DB00752,DB02533,0
DB00290,DB03535,0
DB01200,DB00471,0
DB01068,DB00238,0
DB03203,DB00668,0
DB04817,DB00291,0
DB00466,DB00318,0
DB00976,DB04224,0
DB00336,DB00746,0
DB00514,DB00519,0
DB04703,DB00909,0
DB02056,DB01181,0
DB01393,DB00399,0
DB00539,DB00361,0
DB00847,DB00116,0
DB01090,DB00332,0
DB01268,DB00790,0
DB00987,DB00584,0
DB00220,DB00593,0
DB00178,DB00356,0
DB01407,DB00359,0
DB03880,DB00907,0
DB01073,DB00530,0
DB04348,DB00921,0
DB02010,DB01161,0
DB01254,DB00343,0
DB01345,DB01267,0
DB00537,DB04707,0
DB01057,DB04840,0
DB01110,DB00333,0
DB01645,DB01199,0
DB00987,DB00127,0
DB01048,DB01204,0
DB04315,DB02527,0
DB04381,DB01396,0
DB00629,DB00284,0
DB01235,DB00420,0
DB00593,DB00772,0
DB04077,DB01267,0
DB00733,DB00176,0
DB01088,DB01017,0
DB00277,DB00669,0
DB01001,DB00579,0
DB01029,DB00277,0
DB01213,DB01844,0
DB00624,DB00870,0
DB04315,DB00179,0
DB01014,DB00437,0
DB01254,DB00466,0
DB00325,DB04572,0
DB01165,DB00863,0
DB01080,DB01009,0
DB00421,DB00175,0
DB01399,DB04707,0
DB00879,DB00741,0
DB00843,DB00503,0
DB00313,DB00825,0
DB01034,DB00820,0
DB04513,DB00877,0
DB00279,DB00396,0
DB00945,DB01213,0
DB00927,DB00716,0
DB00797,DB00317,0
DB01407,DB01128,0
DB02424,DB00468,0
DB01262,DB01117,0
DB01183,DB01438,0
DB00788,DB00695,0
DB01677,DB02329,0
DB02701,DB00342,0
DB01351,DB00700,0
DB00797,DB00275,0
DB01087,DB00312,0
DB00749,DB01184,0
DB01143,DB00530,0
DB00420,DB03128,0
DB01235,DB00243,0
DB00494,DB00897,0
DB01212,DB00927,0
DB00166,DB00626,0
DB02210,DB00570,0
DB00593,DB00204,0
DB01844,DB01098,0
DB01126,DB01452,0
DB00891,DB00928,0
DB01580,DB01030,0
DB00503,DB00603,0
DB00788,DB00555,0
